X,Y,OBJECTID,DAMS00X020,DAM_NAME,OTHER_NAME,NIDID,LONGITUDE,LATITUDE,COUNTY,RIVER,CITY,OWN_NAME,OWN_TYPE,DAM_TYPE,PURPOSES,YR_COMPL,NID_HEIGHT,MAX_STOR,NORMAL_STO,SURF_AREA,DRAIN_AREA,HAZARD,STATE,SYMBOL
-78.850002913689025,40.083007933036413,4944,4944,LAURAL, ,PA83498,-78.85,40.083,SOMERSET, ,CENTRAL CITY,CUSTOM COALS-LAUREL,P, ,S, ,60,40,0,0,0.23,L,PA,S
-108.766680993761881,40.083336189782031,4945,4945,TAYLOR DRAW,KENNEY RESERVOIR,CO83019,-108.76667,40.08333,RIO BLANCO,WHITE RIVER,RANGELY,RIO BLANCO WATER CONSERVANCY DISTRICT,L,RE,HRFSI,1984,81,22200,13800,615,0,H,CO,H
-81.301673698878176,40.084177834122031,4946,4946,BILINOVICH LAKE DAM, ,OH02829,-81.30167,40.08417,GUERNSEY,TRIBUTARY TO SKULL FORK,CLINTON,MR. PETE BILINOVICH,P,RE,R,1992,56.6,33,23,2.2,0.05,S,OH,R
-105.861960339761751,40.085566424397619,4947,4947,GRANBY DIKE 3,LAKE GRANBY,CO01657,-105.86195,40.08556,GRAND,COLORADO RIVER,GRANBY,DOI BR,F,RE,IH,1950,60,539760,539760,7260,187,H,CO,I
-76.871672340753037,40.088338034282103,4948,4948,PINCHOT LAKE, ,PA00335,-76.87167,40.08833,YORK,BEAVER CREEK, ,DCNR - BUREAU OF STATE PARKS,S,REER,R,1959,50,8000,2800,342,17.5,S,PA,R
-105.076680186420603,40.092226476972137,4949,4949,PANAMA NO. 1 - EAST DAM,"BALLER LAKE, SWEDE LAKE, SIX MILE NO. 2",CO00244,-105.07667,40.09222,BOULDER,BOULDER CREEK-OS,FREDERICK,BOULDER & WHITE ROCK DITCH & RESERVOIR CO.,P,RE,I,1904,51,6979,4691,370,1.55,S,CO,I
-80.07000331552527,40.098337877584314,4950,4950,BAILEY MINE WATER SUPPLY DAM,BAILEY MINE WATER SUPPLY DAM,PA01236,-80.07,40.09833,GREENE,TR TALLEY RUN, ,CONSOLIDATION COAL COMPANY,P,RE,S,1984,164,1000,872,24,0.15,H,PA,S
-82.881394153462082,40.099457776836886,4951,4951,HOOVER DAM, ,OH00737,-82.88139,40.09945,FRANKLIN,BIG WALNUT CREEK,COLUMBUS,CITY OF COLUMBUS,F,RECNPG,SR,1956,85.5,145079,72510,3073,190,H,OH,S
-105.261680206212674,40.100006437391862,4952,4952,LEFT HAND VALLEY, ,CO00177,-105.26167,40.1,BOULDER,DRY CREEK-TR,BOULDER,LEFT HAND DITCH COMPANY,P,RE,IPR,1953,65,5274,3783,213,4,H,CO,I
-95.471967771004088,40.103307104160137,4953,4953,BEAN CREEK 5-5, ,NE01574,-95.47196,40.1033,RICHARDSON,TR-BEAN CREEK,RULO,NEMAHA NRD,L,RE,O,1976,54,139,47,4,0.4,L,NE,O
-81.557223781772706,40.104727853147878,4954,4954,SALT FORK LAKE DAM, ,OH00433,-81.55722,40.10472,GUERNSEY,SALT FORK CREEK,COLUMBUS,"ODNR, DIVISION OF PARKS & RECREATION",S,RE,R,1968,61,152900,41100,3010,160,H,OH,R
-108.713341008484505,40.108336197941036,4955,4955,TAYLOR DRAW,KENNEY RESERVOIR,CO02572,-108.71333,40.10833,RIO BLANCO,WHITE RIVER,RANGELY,RIO BLANCO WATER CONSERVANCY DISTRICT,U,RE,CDFHIPRS,1984,81,22230,13800,615,2788,H,CO,C
-106.451120479038664,40.113066367248386,4956,4956,RITSCHARD,WOLFORD MOUNTAIN RESERVOIR,CO02788,-106.45111,40.11306,GRAND,MUDDY CREEK,KREMMLING,COLORADO RIVER WATER CONSERVATION DISTRICT,L,RE,IS,1995,126,84639,65985,1550,269,H,CO,I
-79.755003230184244,40.11306791782679,4957,4957,BANNING REFUSE DUMP, ,PA83452,-79.755,40.11306,FAYETTE, ,BANNING,RUSSELL MINERALS INC.,P, ,T, ,56,120,0,0,0.18,L,PA,T
-79.535003166174974,40.113337932279173,4958,4958,GREENLICK RUN (PA-656),GREENLICK RUN,PA00355,-79.535,40.11333,FAYETTE,GREEN LICK RUN,SCOTTDALE,FAYETTE COUNTY COMMISSIONERS,L,RE,CR,1973,52,3920,1574,100,7.3,H,PA,C
-77.688612569745672,40.114448007224304,4959,4959,ROXBURY DAM,LETTERKENNY RESERVOIR,PA01252,-77.68861,40.11444,FRANKLIN,CONODOGUINET,ROXBURY,LETTERKENNY INDUSTRIAL DEVELOPMENT AUTHORITY - 9/01,F,PG,S,1957,61,1936,1013,58.8,33.4,H,PA,S
-121.142013321308269,40.115005251037125,4960,4960,BUTT VALLEY, ,CA00326,-121.142,40.115,PLUMAS,BUTT CREEK,LITTLE HAVEN,PAC GAS AND ELECTRIC CO,U,RE,I,1924,106,0,49800,1600,86.2,H,CA,I
-77.688332588227794,40.115008019602875,4961,4961,ROXBURY DAM, ,PA01550,-77.68833,40.115,FRANKLIN,CONODOGUINET CREEK, ,FRANKLIN COUNTY GENERAL AUTHORITY,L,CNPG, , ,60,1936,1013,54,33.8,H,PA, 
-79.750273223819264,40.116397916728957,4962,4962,SLURRY POND, ,PA01427,-79.75027,40.11639,FAYETTE,WTRSHD YOUGHIOGHENY RIVER, ,RUSSELL MINERALS INC.,P,RE,T, ,65,130,120,7.5,0.04,S,PA,T
-76.716702259798964,40.116708048804767,4963,4963,YORK HAVEN HEADRACE, ,PA83004,-76.7167,40.1167,LANCASTER,SUSQUEHANNA RIVER,BAINBRIDGE,YORK HAVEN POWER CO.,U,STMS,HSR,1904,28,13300,7800,1490,25000,L,PA,H
-107.020010613629765,40.118336342133901,4964,4964,MCCHIVVIS, ,CO01025,-107.02,40.11833,ROUTT,WATSON CREEK,YAMPA,LAZY EH RANCH,P,RE,I,1962,61,317,192,25,1,L,CO,I
-76.719402263166373,40.12440806200663,4965,4965,YORK HAVEN MAIN DAM, ,PA00515,-76.7194,40.1244,YORK,SUSQUEHANNA RIVER,YORK HAVEN,YORK HAVEN POWER CO.,U,CNERPG,HSR,1904,23,13300,7800,1490,24973,L,PA,H
-90.453306412433093,40.128307402231059,4966,4966,PEABODY LAKE,PEABODY LAKE,IL01192,-90.4533,40.1283,SCHUYLER,TRIB SUGAR CREEK,BEARDSTOWN,PEABODY COAL COMPANY,P,RE,O,1965,65,168,114,0,0,L,IL,O
-96.386998001327001,40.130007043280457,4967,4967,PLUM CREEK 4-F, ,NE00775,-96.38699,40.13,PAWNEE,TR-PLUM CREEK,LIBERTY,LOWER BIG BLUE NRD,L,RE,C,1968,50,2185,457,55,6.1,H,NE,C
-76.716102292088692,40.133908029314803,4968,4968,YORK HAVEN EAST CHANNEL DAM, ,PA83001,-76.7161,40.1339,LANCASTER,SUSQUEHANNA RIVER,FALMOUTH,YORK HAVEN POWER CO.,U,CNPG,HSR,1918,10,13300,7800,1490,24973,L,PA,H
-88.87170593038492,40.135007490663199,4969,4969,CLINTON POWER STATION/CLINTON LAKE DAM,CLINTON LAKE,IL01073,-88.8717,40.135,DEWITT,SALT CREEK,KENNEY,AMERGEN ENERGY CO.,P,RE,SR,1977,65,250000,74200,4895,291.5,H,IL,S
-106.200010419148867,40.136676407710958,4970,4970,SCHOLL, ,CO00716,-106.2,40.13667,GRAND,CORRAL CREEK,KREMMLING,SCHOLL RANCHES INC.,P,RE,I,1964,59,549,359,19,12.9,S,CO,I
-106.471670512853024,40.138336375208169,4971,4971,MCELROY, ,CO00702,-106.47166,40.13833,GRAND,PASS CREEK,KREMMLING,TOM HILL,P,RE,I,1931,50,355,240,12,17,L,CO,I
-80.266673386004285,40.138337906667992,4972,4972,WASHINGTON NO 4, ,PA00507,-80.26667,40.13833,WASHINGTON,POINT LOOKOUT BR CHARTIERS CR, ,PENNSYLVANIA - AMERICAN WATER COMPANY,P,RE,SR,1903,63,3528,2837,125,2.25,H,PA,S
-111.103341512475978,40.140006045570551,4973,4973,SOLDIER CREEK,STRAWBERRY,UT10135,-111.10333,40.14,WASATCH,STRAWBERRY RIVER,DUCHESNE,DOI BR,F,RE,ISHRFC,1972,272,1127610,1106910,17300,170,H,UT,I
-91.523306685980856,40.140007354490123,4974,4974,LOCK AND DAM 20,MISSISSIPPI RIVER,IL50076,-91.5233,40.14,ADAMS,MISSISSIPPI RIVER,MEYER,U. S. ARMY CORPS OF ENGINEERS,F,REPG,O,1935,12,100000,0,0,0,L,IL,O
-77.671672568614127,40.140008026118309,4975,4975,GUNTERS VALLEY, ,PA00323,-77.67167,40.14,FRANKLIN,TROUT RUN, ,SHIPPENSBURG BOROUGH AUTHORITY,L,RE,S,1961,83,1040,640,26,6.7,H,PA,S
-95.491967770861564,40.141707110855805,4976,4976,WINNEBAGO CREEK 42-5, ,NE01573,-95.49196,40.1417,RICHARDSON,TR-WINNEBAGO CREEK,RULO,NEMAHA NRD,L,RE,O,1976,52,635,126,14,2.5,L,NE,O
-91.51490669247265,40.14330732630804,4977,4977,MISSISSIPPI RIVER DAM 20,POOL 20,MO10303,-91.5149,40.1433,LEWIS,MISSISSIPPI RIVER,CANTON,CEMVR,F,PGCN,N,1936,37,58000,58000,7542,134300,S,MO,N
-105.94168039540304,40.146676398741654,4978,4978,WILLOW CREEK,WILLOW CREEK,CO01670,-105.94167,40.14667,GRAND,WILLOW CREEK,HOT SULPHER SPRINGS,DOI BR,F,RE,IHR,1952,127,11177,10553,303,127,H,CO,I
-79.898333258792022,40.146677908726694,4979,4979,MONONGAHELA LOCKS AND DAM 04,MONONGAHELA RIVER POOL 04,PA00122,-79.89833,40.14667,WESTMORELAND,MONOGAHELA RIVER,MONESSEN,CELRP,F,PG,N,1967,40,25100,25100,1660,5214,H,PA,N
-74.783331683215209,40.146678109234045,4980,4980,VAN SCIVER LAKE, ,PA00793,-74.78333,40.14667,BUCKS,SCOTTS CREEK, ,WARNER COMPANY,P,RE,R,1954,18,11481,9115,700,1.8,L,PA,R
-85.290284915439969,40.147507677864056,4981,4981,PRAIRIE CREEK RESERVOIR DAM, ,IN00038,-85.29028,40.1475,DELAWARE,UNNAMED TRIBUTARY WHITE RIVER,MUNCIE,"INDIANA-AMERICAN WATER CO., INC.",P,RE,S,1959,61,36670,22000,1275,16.8,H,IN,S
-80.062503326133935,40.147507919568625,4982,4982,MINE NO 84 - POND 5, ,PA01144,-80.0625,40.1475,WASHINGTON,TR CENTER BRANCH PIGEON CREEK, ,EIGHTY-FOUR MINING COMPANY,P,RE,T,1972,79,217,187,11,0.05,H,PA,T
-80.060283326758793,40.147507919568625,4983,4983,MINE NO 84 - POND 6, ,PA01145,-80.06028,40.1475,WASHINGTON,TR PIGEON CREEK, ,EIGHTY-FOUR MINING COMPANY,P,RE,T,1980,162,5891,5283,85.5,0.16,S,PA,T
-107.136680638864803,40.148336299769355,4984,4984,SHERIFF, ,CO01015,-107.13667,40.14833,RIO BLANCO,TROUT CREEK,MILNER,TOWN OF OAK CREEK,L,RE,IS,1955,67,1450,987,40,12.2,H,CO,I
-83.11667423616241,40.150007763685267,4985,4985,O SHAUGHNESSY, ,OH00751,-83.11667,40.15,DELAWARE,SCIOTO,DUBLIN,CITY OF COLUMBUS,L,PG,SRH,1924,75,33000,14800,950,980,H,OH,S
-80.703333490659887,40.150007872860286,4986,4986,PIKE ISLAND LOCKS & DAM,PIKE ISLAND POOL,WV06908,-80.70333,40.15,OHIO,OHIO RIVER,WHEELING,CELRP,F,PG,N,1965,64,89300,89300,5140,24639,H,WV,N
-80.050003321955998,40.150007901012351,4987,4987,EIGHTY-FOUR, ,PA83483,-80.05,40.15,WASHINGTON, ,EIGHTY FOUR,EIGHTY-FOUR MINING,P, ,T, ,66,660,0,0,0.15,L,PA,T
-122.200853509671063,40.152785150114219,4988,4988,RED BLUFF DIVERSION,RED BLUFF,CA10181,-122.20084,40.15278,TEHAMA,SACRAMENTO RIVER,RED BLUFF,DOI BR,F,CNPGRE,I,1963,52,2900,2900,500,2935,S,CA,I
-81.84667387510666,40.156677844695089,4989,4989,WILLS CREEK DAM,WILLS CREEK LAKE,OH00002,-81.84667,40.15667,MUSKINGUM AND COSHOCTON,WILLS CREEK,WILLS CREEK,CELRH,F,RE,CROF,1936,87,196000,6000,900,842,H,OH,C
-107.041670601317634,40.160006339550591,4990,4990,ALLEN BASIN, ,CO01018,-107.04166,40.16,RIO BLANCO,MIDDLE HUNT CREEK,OAK CREEK,ALLEN BASIN RES. CO. INC.,P,RE,I,1956,58,2808,2250,93,3.06,S,CO,I
-80.762223530968953,40.160287873601824,4991,4991,DOROTHY MINE POND DAM, ,OH00126,-80.76222,40.16028,JEFFERSON,PARKERS RUN,RAYLAND,ROBERT A HARR,P,RE,O,1950,53.5,142,57.8,4.5,1.3,S,OH,O
-105.863340354159092,40.165006434653499,4992,4992,GRANBY,LAKE GRANBY,CO01656,-105.86333,40.165,GRAND,COLORADO RIVER,GRANBY,DOI BR,F,RE,IH,1949,298,465568,465568,7260,187,H,CO,I
-96.298597977846185,40.165007075142739,4993,4993,BURCHARD LAKE DAM, ,NE00760,-96.29859,40.165,PAWNEE,TR-TURKEY CREEK,PAWNEE CITY,NE GAME & PARKS COMM,S,RE,R,1959,63,2101,1798,145,3.8,S,NE,R
-92.791667032348272,40.167507267737982,4994,4994,ESCHMAN LAKE DAM, ,MO10139,-92.79166,40.1675,ADAIR,TR-WALNUT CREEK, ,RAY ESCHMANN, ,RE,P,1969,51,300,282,18,70,L,MO,P
-110.167231326762703,40.168336117897404,4995,4995,MIDVIEW DIKE,LAKE BOREHAM,UT82908,-110.16722,40.16833,DUCHESNE,DUCHESNE RIVER OS,MYTON,DOI BR,F,RE,I,1937,21,5785,5785,402,3,H,UT,I
-92.659167002076018,40.168897256855992,4996,4996,FOREST LAKE DAM, ,MO10128,-92.65916,40.16889,ADAIR,CHARITON RIVER, ,CITY OF KIRKSVILLE, ,RE,RS,1951,66,15961,12431,646,10500,S,MO,R
-101.060009231373286,40.170006729176897,4997,4997,TRENTON,SWANSON LAKE,NE01078,-101.06,40.17,HITCHCOCK,REPUBLICAN RIVER,TRENTON,DOI BR,F,RE,ICR,1952,144,354901,113214,10067,2961,H,NE,I
-87.745005635528926,40.173307548395947,4998,4998,ILLINOIS POWER COMPANY LAKE DAM,ILLINOIS POWER COMPANY LAKE,IL00522,-87.745,40.1733,VERMILION,VERMILLION RIVER,HILLERY,ILLINOIS POWER COMPANY,S,RE,R,1954,80,2400,2300,0,0,L,IL,R
-105.043340154288288,40.173336453367348,4999,4999,UNION, ,CO01219,-105.04333,40.17333,WELD,ST VRAIN CREEK-TR,PLATTEVILLE,UNION DITCH COMPANY,P,RE,I,1933,33,18329,12739,1118,6.73,S,CO,I
-121.092013320766256,40.175005232475002,5000,5000,"ALMANOR, LAKE",CANYON,CA00327,-121.092,40.175,PLUMAS,NFK FEATHER RV,SENECA,PAC GAS AND ELECTRIC CO,U,RE,I,1927,130,0,1308000,28257,503,H,CA,I
-82.95667421484471,40.176677788798109,5001,5001,ALUM CREEK DAM,ALUM CREEK LAKE,OH00931,-82.95667,40.17667,DELAWARE,ALUM CREEK OF BIG WALNUT CRK.,WESTERVILLE,CELRH,F,REPG,CSRF,1974,93,134800,81700,3387,123,H,OH,C
-74.995001740561761,40.178338104733626,5002,5002,IRONWORKS, ,PA00789,-74.995,40.17833,BUCKS,IRONWORKS CREEK, ,PHILADELPHIA SUBURBAN WATER CORPORATION,P,RE,S,1943,51,4132,1995,172,5.7,H,PA,S
-120.607013259992883,40.180005282483705,5003,5003,ANTELOPE, ,CA00037,-120.607,40.18,PLUMAS,INDIAN CREEK, ,STATE DEPT OF WATER RESOURCES,S,ER,R,1964,113,0,22566,931,71,S,CA,R
-78.943342956173552,40.181677975675456,5004,5004,QUEMAHONING, ,PA00740,-78.94334,40.18167,SOMERSET,QUEMAHONING CREEK, ,MANUFACTURERS WATER COMPANY,P,RE,S, ,100,52700,37000,845,94,H,PA,S
-80.000003307939267,40.183007906645557,5005,5005,MAPLE CREEK, ,PA83490,-80,40.183,WASHINGTON, ,NEW EAGLE,"MAPLE CREEK MINING, INC.",P, ,T, ,100,240,0,0,0.02,L,PA,T
-79.983003298448438,40.18300790733187,5006,5006,MAPLE CREEK, ,PA83491,-79.983,40.183,WASHINGTON, ,NEW EAGLE,"MAPLE CREEK MINING, INC.",P, ,T, ,115,2447,0,0,0.24,H,PA,T
-110.388351347386148,40.183066078914607,5007,5007,STATELINE DIKE A,STATELINE,UT82909,-110.38834,40.18306,SUMMIT,EAST FORK OF SMITHS FORK RIVER,NONE,DOI BR,F,RE,ISFR,1979,10,15932,14020,304,49,H,UT,I
-95.986987913401862,40.183307097097966,5008,5008,LONG BRANCH 21, ,NE02216,-95.98698,40.1833,RICHARDSON,KIRKHAM CREEK,HUMBOLDT,NEMAHA NRD,L,RE,C,1986,69,5841,1569,155,9.3,H,NE,C
-109.680011194748957,40.183336137128457,5009,5009,PELICAN LAKE, ,UT00243,-109.68,40.18333,UINTAH,UINTA RIVER--OFFSTREAM,OURAY,OURAY PARK IRR CO, ,CB,I,1967,12,15850,11850,0,29.6,L,UT,I
-74.188331489376722,40.183338143864525,5010,5010,MANASQUAN RESERVOIR DAM, ,NJ00858,-74.18833,40.18333,MONMOUTH,TIMBER SWAMP BROOK,HOWELL,NEW JERSEY WATER SUPPLY AUTHORITY,S,REPG,S,1990,53,18470,14470,770,3.20000005,H,NJ,S
-93.127227167719084,40.18611726055385,5011,5011,SHATTO LAKE DAM, ,MO10068,-93.12722,40.18611,SULLIVAN,TR-EAST LOCUST CREEK, ,WENDELL FLESHMAN, ,RE,R,1965,65,605,746,33,180,S,MO,R
-110.168341328246882,40.186676124380675,5012,5012,MIDVIEW,LAKE BOREHAM,UT10126,-110.16833,40.18667,DUCHESNE,DUCHESNE RIVER OS,MYTON,DOI BR,F,RE,I,1936,54,5785,5785,402,3,H,UT,I
-105.220010214130042,40.188336472204448,5013,5013,FOOTHILLS, ,CO00173,-105.22,40.18833,BOULDER,ST. VRAIN CREEK,LONGMONT,HIGHLAND DITCH COMPANY,P,RE,I,1911,56,4767,3767,159,1.6,H,CO,I
-80.006113318820127,40.188897941250396,5014,5014,TREATED WATER POND, ,PA01138,-80.00611,40.18889,WASHINGTON,SAWMILL CREEK, ,MAPLE CREEK MINING INC.,P,RE,O,1966,58.8,877,778,25,0.06,H,PA,O
-81.117233637630235,40.189457856813284,5015,5015,CONSERVATION POND DAM NO. 2, ,OH00885,-81.11723,40.18945,HARRISON,TRIBUTARY TO BOGGS FORK,ARLINGTON,THE CONSERVATION FUND,P,RE,O,1952,73,191.7,26,2,0.11,H,OH,O
-81.213333682858305,40.190007888090484,5016,5016,PIEDMONT DAM,PIEDMONT LAKE,OH00011,-81.21333,40.19,HARRISON,STILLWATER CREEK,FREEPORT,CELRH,F,RE,CROF,1937,56,66700,34500,2312,86,H,OH,C
-75.861662005646536,40.190008106311879,5017,5017,GRACE MINE TAILINGS, ,PA00715,-75.86166,40.19,BERKS,TR HAY CREEK, ,MORGANTOWN PROPERTIES,P,RE,R,1957,145,1650,913,160,0.54,H,PA,R
-111.443061548298189,40.190286008610329,5018,5018,STARVATION,STARVATION,UT20015,-111.44305,40.19028,DUCHESNE,STRAWBERRY RIVER,DUCHESNE,DOI BR,F,RE,I,1969,210,152330,152330,3560,1055,H,UT,I
-79.980833280437409,40.190567905658959,5019,5019,MAPLE CREEK SLURRY POND #3 DAM # 1, ,PA01413,-79.98083,40.19056,WASHINGTON,TR PIGEON CREEK, ,MAPLE CREEK MINING INC.,P,RE,O, ,115,2213,0,58.2,0.24,H,PA,O
-81.112783662190438,40.190837861954179,5020,5020,CONSERVATION POND DAM NO. 1, ,OH00884,-81.11278,40.19083,HARRISON,TRIBUTARY TO BOGGS FORK,ARLINGTON,THE CONSERVATION FUND,P,RE,O, ,105,2386.8,53.7,7,0.7,H,OH,O
-110.443351370799562,40.191676065717971,5021,5021,BOR STARVATION, ,UT10136,-110.44334,40.19167,DUCHESNE,STRAWBERRY RIVER,DUCHESNE,DOI BR, ,RE,S,1970,200,189000,167500,0,0,H,UT,S
-80.007503300923872,40.19194790948643,5022,5022,MAPLE CREEK SLURRY POND NO 2-DAM A, ,PA00908,-80.0075,40.19194,WASHINGTON,TR SAWMILL CREEK, ,MAPLE CREEK MINING INC.,P,REER,T,1978,91,1923,1800,38,0.17,H,PA,T
-74.080001444799038,40.195008132765658,5023,5023,GLENDOLA RESERVOIR DAM, ,NJ00096,-74.08,40.195,MONMOUTH,ROBINS SWAMP BROOK,REMSEN MILL,NEW JERSEY-AMERICAN WATER COMPANY,P,REPG,S,1961,65,4330,3155,120,0.30000001,H,NJ,S
-79.991673298581574,40.199727932845128,5024,5024,MAPLE CREEK SLURRY POND 1, ,PA01362,-79.99167,40.19972,WASHINGTON,DRY RUN, ,MAPLE CREEK MINING INC.,P,RE,T,1973,120,1300,300,60,0.2,H,PA,T
-79.987503304659668,40.200007914767951,5025,5025,MAPLE CREEK SLURRY POND #3 DAM #2, ,PA01700,-79.9875,40.2,WASHINGTON,TR PIGEON CREEK, ,MAPLE CREEK MINING INC.,P,RE,T, ,83,3466,2965,65.8,0.15,H,PA,T
-79.983003299346748,40.200007914767951,5026,5026,MAPLE CREEK, ,PA83488,-79.983,40.2,WASHINGTON, ,NEW EAGLE,"MAPLE CREEK MINING, INC.",P, ,T, ,80,600,0,0,0.16,H,PA,T
-79.966003289855934,40.200007915454087,5027,5027,MATHIES, ,PA83485,-79.966,40.2,WASHINGTON, ,FINLEYVILLE,MON VIEW MINING CO,P, ,T, ,180,1200,0,0,0.08,L,PA,T
-83.064724229395495,40.202507806454605,5028,5028,DEL-CO UPLAND STORAGE RESERVOIR NO. 4, ,OH02886,-83.06472,40.2025,DELAWARE,OLENTANGY RIVER - OFFSTREAM,DELAWARE,"DEL-CO WATER COMPANY, INC.",U,RE,O,1995,53,743,629,28.5,0.05,H,OH,O
-83.069174254242625,40.203337775531189,5029,5029,DEL-CO UPLAND STORAGE RESERVOIR NO. 3, ,OH02882,-83.06917,40.20333,DELAWARE,OLENTANGY RIVER - OFFSTREAM,DELAWARE,"DEL-CO WATER COMPANY, INC.",U,RE,O,1994,51,774,638,29.3,0.05,H,OH,O
-105.840010365120392,40.206676434774181,5030,5030,SHADOW MOUNTAIN,SHADOW MOUNTAIN,CO01666,-105.84,40.20667,GRAND,COLORADO RIVER,GRANBY,DOI BR,F,RE,I,1945,63,18369,18369,1852,187,S,CO,I
-116.625012543485951,40.208335604833138,5031,5031,TAILINGS POND #6, ,NV83462,-116.625,40.20833,LANDER, ,CRESENT VALLEY,PLACER DOME U.S.,P, ,T, ,55,3905,0,0,0,L,NV,T
-79.973343314448002,40.209727906402236,5032,5032,MATHIES REFUSE AREA SEDIMENT POND 1, ,PA01249,-79.97334,40.20972,WASHINGTON,TR MINGO CREEK, ,MON VIEW MINING CORPORATION,P,RE,T, ,300,407.89,281.79,22,0.07,S,PA,T
-116.616712561214982,40.210005617433978,5033,5033,CORTEZ TAILS DAM CELLS #4 & #5, ,NV10295,-116.6167,40.21,LANDER,NONE,NONE,CORTEZ GOLD MINES,P,RE,T,1984,53,2417,0,0,0,L,NV,T
-105.158070212870015,40.210286464522632,5034,5034,LONGS PEAK #2, ,CO00179,-105.15806,40.21028,BOULDER,ST. VRAIN CREEK-OS,LONGMONT,SARAH AL-JAMMAZ,P,RE,FR,1968,51.2,376,286,12,0.05,L,CO,F
-79.953893304529956,40.210837906757327,5035,5035,MAPLE CREEK MINE, ,PA83492,-79.95389,40.21083,WASHINGTON, ,NO TOWN,U.S.STEEL MINING CO.,P, ,T, ,65,260,0,0,0.24,L,PA,T
-79.953893304529956,40.210837906757327,5036,5036,MAPLE CREEK MINE, ,PA83493,-79.95389,40.21083,WASHINGTON, ,NO TOWN,U.S.STEEL MINING CO.,P, ,T, ,80,310,0,0,0.24,L,PA,T
-79.69222318555596,40.211117948443153,5037,5037,MILL SERVICE NO 6, ,PA01277,-79.69222,40.21111,WESTMORELAND,TR SWICKLEY CREEK, ,MILL SERVICE INC.,P,RE,T,1986,80,581,538,15,0.02,S,PA,T
-80.96917360714906,40.213057861847901,5038,5038,DICKERSON SLURRY DAM #3, ,OH83456,-80.96917,40.21305,HARRISON, ,CADIZ,CONSOLIDATION COAL CO.,P, ,T, ,54,3700,0,0,0.62,L,OH,T
-80.96917360714906,40.213337892302739,5039,5039,DICKERSON SLURRY NO. 3 DAM, ,OH01730,-80.96917,40.21333,HARRISON,TRIBUTARY TO SOUTH FORK,SOUTH PARK,CONSOLIDATION COAL COMPANY,P,RE,O,1982,54,3290,2280,126,0.62,S,OH,O
-84.244454573687861,40.21417773594326,5040,5040,LOCKINGTON DAM, ,OH00391,-84.24445,40.21417,SHELBY,LORAMIE CREEK,DAYTON,THE MIAMI CONSERVANCY DISTRICT,F,RE,C,1922,72.4,126000,0,0,255,H,OH,C
-79.695833215543871,40.215007959314072,5041,5041,MILL SERVICE NO 5, ,PA01451,-79.69583,40.215,WESTMORELAND,TR SEWICKLEY CREEK, ,MILL SERVICE INC.,P,RE,T,1976,75,402,166,11,0.02,S,PA,T
-79.983003300245059,40.216007910612312,5042,5042,MATHIES, ,PA83486,-79.983,40.216,WASHINGTON, ,FINLEYVILLE,MON VIEW MINING CO,P, ,S, ,100,2800,0,0,0.29,L,PA,S
-116.619212543904581,40.2161056019348,5043,5043,CORTEZ TAILS DAM #7, ,NV10449,-116.6192,40.2161,LANDER,NONE,NONE,CORTEZ GOLD MINES,P,RE,T, ,63,2247,3673,72,0.1,L,NV,T
-116.616712562113293,40.2161056019348,5044,5044,CORTEZ TAILS DAM #6, ,NV00129,-116.6167,40.2161,LANDER,NONE,NONE,CORTEZ GOLD MINES,P,RE,T, ,60,3988,3988,71,0.1,L,NV,T
-99.764308908167024,40.216116861390198,5045,5045,FURNAS FARMS FINISH LAGOON (UPPER), ,NE02530,-99.7643,40.21611,FURNAS,TR-REPUBLICAN RIVER,STAMFORD,FURNAS COUNTY FARMS,P,RE,O,1994,54,129,122,7,0,L,NE,O
-105.366680257117579,40.216676441069431,5046,5046,BUTTON ROCK, ,CO00171,-105.36667,40.21667,BOULDER,N. FORK ST. VRAIN CREEK,LONGMONT,CITY OF LONGMONT,L,RE,S,1967,214,20400,16080,248,103,H,CO,S
-79.983063306807722,40.218067940904163,5047,5047,MATHIES MINE REFUSE AREA POND #2, ,PA01386,-79.98306,40.21806,WASHINGTON,TR MINGO CREEK, ,MON VIEW MINING CORPORATION,P,RE,T,1982,280,485,0.2,0.05,0.4,H,PA,T
-79.7302832114311,40.221677932494543,5048,5048,HUTCHINSON FRESH WATER DAM, ,PA01600,-79.73028,40.22167,WESTMORELAND,TR SEWICKLEY CREEK, ,CONSOLIDATION COAL COMPANY,P,RE,R, ,65,980,770,20,0.14,L,PA,R
-79.97806329651273,40.222227908852496,5049,5049,MITCHELL SLUDGE SEDIMENTATION POND, ,PA01216,-79.97806,40.22222,WASHINGTON,TR MONONGAHELA RIVER, ,ALLEGHENY POWER SYSTEM,P,RE,O,1982,50,16,3,0.5,0.11,S,PA,O
-104.944450134925532,40.225006480422344,5050,5050,NEW THOMAS, ,CO01218,-104.94444,40.225,WELD,HOWLETT GULCH,EVANS,XCEL ENERGY/WATER RESOURCES GROUP,U,RE,SS,1976,58,5354,2297,195,12.01,S,CO,S
-96.587008094270629,40.225007038725828,5051,5051,MUD CREEK 4-J,ROCKFORD LAKE,NE00979,-96.587,40.225,GAGE,BLOODY RUN,BLUE SPRINGS,LOWER BIG BLUE NRD,L,RE,C,1970,60,4066,1683,149,13.7,S,NE,C
